userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
robinaCrowley5280,robinaCrowley5280,NY,Half Hollow Hills High School East,Dix Hills,NY,2.3,2024,Physics,Computer Science,490,500,22,17,19,16,21,470,520,490,460,460,470,470,480,450,6
danaVigor3478,danaVigor3478,NY,Bay Shore Senior High School,Bay Shore,NY,2.5,2024,Computer Science,History,510,570,25,25,18,22,24,550,590,580,530,590,590,600,570,600,4
floriaSpohr728,floriaSpohr728,NY,Smithtown High School East,Saint James,NY,3.1,2024,Chemistry,Physics,740,740,25,28,32,29,30,710,700,740,680,730,720,760,760,730,6
grayceEno1325,grayceEno1325,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.3,2024,Political Science,Biology,740,680,22,27,27,25,33,700,670,690,670,650,710,720,730,700,8
shelliFran5427,shelliFran5427,NY,Center Moriches High School,Center Moriches,NY,2.5,2024,Chemistry,Geology,480,510,16,12,19,22,22,480,490,410,490,420,470,580,490,470,6
andieRubia290,andieRubia290,NY,Walter G Oconnell Copiague High School,Copiague,NY,2.8,2024,Political Science,Physics,560,640,17,26,26,28,22,580,600,600,610,570,570,580,560,520,2
donielleMurrah805,donielleMurrah805,NY,North Babylon High School,North Babylon,NY,3.5,2024,Computer Science,History,800,760,26,33,34,33,34,720,770,780,740,800,730,790,760,720,0
nellieKalindi4789,nellieKalindi4789,NY,Central Islip Senior High School,Central Islip,NY,2.3,2024,Biology,History,450,420,18,19,22,22,17,480,420,480,430,480,460,400,510,400,6
jeanineMitchel965,jeanineMitchel965,NY,West Babylon Senior High School,West Babylon,NY,3.3,2024,History,Chemistry,660,670,34,25,27,29,24,660,680,750,610,570,620,710,660,740,7
lesyaEsta9318,lesyaEsta9318,NY,Saint Anthonys High School,Huntington Station,NY,2.7,2024,Geology,Biology,650,650,31,28,25,25,25,680,680,640,650,660,670,640,670,650,9
lonnaMehalek5257,lonnaMehalek5257,NY,Bayport Blue Point High School,Bayport,NY,2.8,2024,Physics,Geology,640,670,27,24,26,29,25,640,560,710,630,690,670,690,680,660,3
cheslieTimmons6814,cheslieTimmons6814,NY,William Floyd High School,Mastic Beach,NY,1.7,2024,Biology,Geology,460,500,15,16,17,11,14,490,380,420,450,470,460,500,490,430,6
rosalynEllora8489,rosalynEllora8489,NY,Northport Senior High School,Northport,NY,2.6,2024,Geology,Physics,550,570,24,12,18,25,16,540,550,570,580,570,590,530,620,510,4
shoshannaRanna1456,shoshannaRanna1456,NY,Miller Place High School,Miller Place,NY,2.6,2024,Physics,Chemistry,570,560,20,23,27,18,21,590,570,570,550,570,580,540,540,540,9
toriSheppard2382,toriSheppard2382,NY,Miller Place High School,Miller Place,NY,3.4,2024,Chemistry,Geology,750,780,32,31,30,36,36,730,780,770,750,800,740,770,760,740,9
hestherErma8898,hestherErma8898,NY,St John the Baptist Diocesan High School,West Islip,NY,1.8,2024,Geology,Physics,470,410,14,12,15,14,20,440,400,450,420,450,420,460,460,460,2
virginieJoell4025,virginieJoell4025,NY,Sachem High School North,Lake Ronkonkoma,NY,2.6,2024,Geology,Computer Science,540,600,26,20,19,21,21,550,560,600,610,610,610,600,560,650,8
sibealMedorra8205,sibealMedorra8205,NY,Smithtown High School East,Saint James,NY,3.4,2024,Biology,Mathematics,700,660,27,28,27,26,25,670,650,660,680,680,630,690,660,700,3
delilahWenoa8790,delilahWenoa8790,NY,Ward Melville Senior High School,East Setauket,NY,2.6,2024,Art History,Mathematics,590,570,22,23,31,24,22,590,580,610,550,540,610,570,590,550,6
drucieHimelman7829,drucieHimelman7829,NY,Bellport Senior High School,Brookhaven,NY,2.3,2024,Geology,Political Science,510,570,22,16,18,21,18,550,580,480,530,480,510,510,530,520,0
jenaJuster2148,jenaJuster2148,NY,The Stony Brook School,Stony Brook,NY,3.5,2024,Music Theory,Art History,730,670,26,27,28,36,32,660,700,720,740,770,680,650,660,740,2
christabellaMaddock7519,christabellaMaddock7519,NY,Hauppauge High School,Hauppauge,NY,2.9,2024,Music Theory,Chemistry,750,750,35,25,26,30,28,740,720,700,740,710,710,710,730,750,6
adoraPanta4736,adoraPanta4736,NY,Huntington High School,Huntington,NY,2.2,2024,Mathematics,Physics,490,480,17,24,20,19,20,520,540,530,470,510,550,530,530,460,2
maggeeFast8337,maggeeFast8337,NY,North Babylon High School,North Babylon,NY,2.9,2024,Geology,Computer Science,530,550,19,19,21,22,18,470,540,530,530,530,510,540,510,530,5
maryroseLacee4661,maryroseLacee4661,NY,Centereach High School,Centereach,NY,3.2,2024,Music Theory,Computer Science,730,800,28,32,30,35,31,730,750,800,760,770,800,760,750,800,2
gustiMerilyn3926,gustiMerilyn3926,NY,Harborfields High School,Greenlawn,NY,2.9,2024,Chemistry,Biology,500,540,17,20,18,18,19,490,530,550,540,510,480,530,540,530,3
kynthiaKarame2337,kynthiaKarame2337,NY,Deer Park High School,Deer Park,NY,3.6,2024,Political Science,History,790,750,31,30,31,34,28,800,790,770,730,780,790,790,780,750,9
nerissaGoran2138,nerissaGoran2138,NY,West Islip Senior High School,West Islip,NY,1.7,2024,History,Mathematics,410,380,11,11,17,11,12,380,420,350,420,320,360,380,360,380,1
tanaKutzenco2893,tanaKutzenco2893,NY,Southampton High School,Southampton,NY,2.8,2024,Art History,Political Science,620,650,27,27,18,25,26,600,640,680,670,620,680,650,640,640,0
joseyHugo2708,joseyHugo2708,NY,Smithtown High School   Western Campus,Smithtown,NY,2.3,2024,History,Political Science,490,410,18,18,18,20,23,520,520,450,440,450,500,490,470,500,3
blinnieHamlani4755,blinnieHamlani4755,NY,Northport Senior High School,Northport,NY,2.3,2024,Mathematics,Biology,530,520,16,22,21,21,22,580,570,500,610,530,580,470,550,530,2
dellSelig1722,dellSelig1722,NY,John H Glenn High School,Elwood,NY,2.7,2024,Political Science,Computer Science,570,520,16,17,16,22,15,500,520,540,530,490,530,530,500,550,1
doreyGadmon5060,doreyGadmon5060,NY,Commack High School,Commack,NY,2.5,2024,History,Music Theory,600,570,24,27,30,27,23,630,570,610,590,630,650,590,610,620,8
eleniHachmin1422,eleniHachmin1422,NY,Connetquot High School,Bohemia,NY,2.8,2024,Physics,Geology,590,630,27,31,26,24,27,580,660,610,670,620,540,580,650,600,6
sadellaKester380,sadellaKester380,NY,Sachem High School East,Farmingville,NY,2.0,2024,Geology,Music Theory,420,490,14,10,15,13,18,390,420,390,480,440,470,440,430,380,9
dolliLeblanc3346,dolliLeblanc3346,NY,Connetquot High School,Bohemia,NY,3.4,2024,Mathematics,Art History,720,700,25,31,28,31,34,730,710,750,750,710,710,740,680,630,9
quintillaLoyce6677,quintillaLoyce6677,NY,Ward Melville Senior High School,East Setauket,NY,2.8,2024,Music Theory,Mathematics,550,690,22,23,22,23,28,590,640,650,600,530,610,630,600,590,6
leonoreMeris2544,leonoreMeris2544,NY,William Floyd High School,Mastic Beach,NY,2.6,2024,Mathematics,Chemistry,570,630,23,26,20,23,20,660,580,590,590,620,640,580,570,610,2
manonAustine3048,manonAustine3048,NY,North Babylon High School,North Babylon,NY,3.0,2024,Political Science,History,640,660,30,26,34,27,29,670,620,700,660,650,700,670,700,570,3
ellaLaughton7926,ellaLaughton7926,NY,Pierson Middle High School,Sag Harbor,NY,3.0,2024,Chemistry,Mathematics,650,620,27,27,27,29,22,690,690,660,640,650,650,660,690,680,5
erickaMinna6488,erickaMinna6488,NY,Half Hollow Hills High School West,Dix Hills,NY,2.9,2024,Physics,Mathematics,670,660,31,27,29,25,24,630,670,710,700,660,680,630,610,600,1
magAlwin2001,magAlwin2001,NY,Ross School,East Hampton,NY,2.9,2024,Music Theory,Mathematics,670,650,20,26,24,26,27,650,600,650,680,560,630,610,720,650,5
rosaliaRap2945,rosaliaRap2945,NY,Mattituck Junior Senior High School,Mattituck,NY,2.1,2024,Art History,Political Science,460,470,17,14,18,19,19,500,420,470,440,460,490,400,470,470,4
nadiyaKyrstin2332,nadiyaKyrstin2332,NY,Ross School,East Hampton,NY,3.0,2024,Music Theory,Chemistry,610,550,21,25,22,27,23,600,570,540,650,570,580,630,580,640,9
cherylKrystin7565,cherylKrystin7565,NY,Kings Park High School,Kings Park,NY,2.4,2024,Music Theory,Mathematics,660,560,28,25,20,20,28,540,600,600,600,560,520,590,590,550,7
elinorRahr9190,elinorRahr9190,NY,Northport Senior High School,Northport,NY,2.6,2024,Political Science,History,580,590,25,23,23,25,19,590,620,570,560,560,570,570,610,580,5
geriRolando6334,geriRolando6334,NY,The Knox School,St James,NY,2.7,2024,Chemistry,Computer Science,640,560,24,23,26,19,29,510,580,580,530,560,570,560,560,590,6
valryLaurel6549,valryLaurel6549,NY,Smithtown Christian School,Smithtown,NY,3.0,2024,Music Theory,Biology,660,700,25,29,23,27,26,690,660,710,630,690,720,740,720,660,9
priscillaDomineca7988,priscillaDomineca7988,NY,Centereach High School,Centereach,NY,2.9,2024,Biology,Music Theory,610,570,23,19,28,26,30,600,550,640,600,650,610,600,600,550,9
isabelitaManton2061,isabelitaManton2061,NY,Smithtown High School East,Saint James,NY,3.2,2024,Biology,Music Theory,590,620,25,25,28,24,26,630,670,620,620,580,640,640,600,660,6
etheldaHecklau9045,etheldaHecklau9045,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.4,2024,Mathematics,Music Theory,480,500,24,22,21,22,20,580,560,600,580,540,510,550,550,550,8
gennyMcRoberts5744,gennyMcRoberts5744,NY,Southold Junior Senior High School,Southold,NY,2.0,2024,Chemistry,Physics,500,460,22,15,21,20,23,480,510,490,510,530,500,510,540,500,0
dodyRebbecca2741,dodyRebbecca2741,NY,Patchogue Medford High School,Medford,NY,3.4,2024,Biology,Art History,710,700,36,31,26,32,29,730,700,750,720,700,670,650,680,690,4
garlandMariana2680,garlandMariana2680,NY,Brentwood High School,Brentwood,NY,2.8,2024,Physics,Computer Science,630,710,29,26,24,21,24,660,660,640,660,660,670,610,590,700,4
dottieAubry4876,dottieAubry4876,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.6,2024,Music Theory,Political Science,670,670,21,28,28,27,29,590,670,680,660,610,700,700,700,690,0
berthaTavish1107,berthaTavish1107,NY,Harborfields High School,Greenlawn,NY,2.4,2024,Geology,Biology,520,470,16,15,15,20,13,460,470,510,450,500,470,480,480,480,2
ravenHamner8804,ravenHamner8804,NY,The Knox School,St James,NY,2.1,2024,Music Theory,Computer Science,510,520,18,22,17,18,11,450,510,490,430,470,490,500,500,470,2
emyleeBeetner5380,emyleeBeetner5380,NY,Centereach High School,Centereach,NY,2.3,2024,Political Science,Chemistry,570,530,20,27,18,23,32,540,550,540,620,580,560,580,580,610,1
tomiMarv909,tomiMarv909,NY,North Babylon High School,North Babylon,NY,1.9,2024,History,Mathematics,520,490,19,16,22,18,12,460,490,520,510,460,440,500,500,460,9
jorieMalik775,jorieMalik775,NY,Sachem High School North,Lake Ronkonkoma,NY,3.4,2024,Art History,Biology,730,770,35,31,31,27,29,740,720,760,730,720,780,730,750,730,1
mariaFlavia3744,mariaFlavia3744,NY,The Knox School,St James,NY,3.8,2024,Political Science,Computer Science,760,730,33,26,32,31,30,770,750,780,760,720,730,730,780,800,5
cyndySchubert2782,cyndySchubert2782,NY,Riverhead Senior High School,Riverhead,NY,3.0,2024,Biology,Music Theory,620,650,19,24,31,24,28,610,730,690,630,580,650,620,580,650,8
pattiFeinberg8624,pattiFeinberg8624,NY,Hauppauge High School,Hauppauge,NY,2.6,2024,Mathematics,Music Theory,620,540,24,22,22,25,27,560,600,610,610,560,640,590,620,570,6
penNorvell8298,penNorvell8298,NY,West Babylon Senior High School,West Babylon,NY,2.8,2024,Music Theory,Art History,620,580,23,18,21,25,21,580,560,600,550,550,610,550,580,590,7
lianTorosian4163,lianTorosian4163,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,2.0,2024,Computer Science,Political Science,520,530,20,24,21,17,20,500,550,580,520,570,530,560,480,530,0
allyZannini4323,allyZannini4323,NY,Islip High School,Islip,NY,3.2,2024,Biology,Political Science,610,640,27,23,20,25,29,620,680,640,670,670,590,610,610,610,1
jenniferToms910,jenniferToms910,NY,Hauppauge High School,Hauppauge,NY,3.4,2024,Geology,Chemistry,800,770,31,32,33,36,35,770,780,770,800,760,770,770,800,760,7
nollieAvan2859,nollieAvan2859,NY,Northport Senior High School,Northport,NY,3.3,2024,Geology,Art History,760,700,31,30,27,26,31,710,730,750,750,700,750,750,760,720,1
cybillFlaherty3637,cybillFlaherty3637,NY,Sachem High School North,Lake Ronkonkoma,NY,2.8,2024,Chemistry,Mathematics,670,650,26,28,29,27,29,680,690,670,670,670,650,670,680,680,7
belleElodie7484,belleElodie7484,NY,Amityville Memorial High School,Amityville,NY,2.5,2024,Biology,Mathematics,590,550,23,23,17,16,22,520,560,510,590,560,580,550,580,560,4
daleFari8862,daleFari8862,NY,Smithtown Christian School,Smithtown,NY,3.1,2024,Chemistry,Art History,720,650,23,32,33,28,32,710,710,720,690,660,670,690,620,730,1
eileenRiki7282,eileenRiki7282,NY,Center Moriches High School,Center Moriches,NY,2.3,2024,Chemistry,Mathematics,680,670,29,25,28,23,26,660,620,590,660,660,620,660,660,630,0
loraDaryn6738,loraDaryn6738,NY,Mattituck Junior Senior High School,Mattituck,NY,3.2,2024,History,Physics,680,670,24,28,27,29,25,720,650,650,620,670,720,670,630,650,2
marieBultman1043,marieBultman1043,NY,Sachem High School North,Lake Ronkonkoma,NY,2.9,2024,Biology,Physics,650,610,26,24,28,21,30,620,650,640,600,570,610,710,660,620,7
athenePetula5575,athenePetula5575,NY,North Babylon High School,North Babylon,NY,3.2,2024,Biology,Music Theory,730,770,36,30,29,33,35,720,700,700,750,750,750,730,710,760,0
aureleaTorruella6486,aureleaTorruella6486,NY,Sachem High School North,Lake Ronkonkoma,NY,2.7,2024,Geology,Music Theory,630,580,26,20,27,23,23,560,560,570,630,620,600,620,610,610,2
blytheAbott5335,blytheAbott5335,NY,East Hampton High School,East Hampton,NY,2.0,2024,Physics,Political Science,440,430,20,14,13,17,12,420,400,450,370,400,410,400,390,440,7
karleeFong5942,karleeFong5942,NY,Half Hollow Hills High School East,Dix Hills,NY,3.2,2024,Political Science,History,750,700,33,29,26,33,31,680,700,740,710,710,740,690,760,680,8
estherAllcot184,estherAllcot184,NY,Brentwood High School,Brentwood,NY,2.3,2024,Physics,Music Theory,560,600,22,25,30,20,22,510,580,540,540,560,550,530,580,610,6
martynneLay8168,martynneLay8168,NY,Ross School,East Hampton,NY,3.3,2024,Political Science,Physics,800,760,31,36,29,29,34,730,780,790,760,760,800,800,730,770,1
patriziaRinee7509,patriziaRinee7509,NY,Saint Anthonys High School,Huntington Station,NY,2.1,2024,Biology,Physics,470,480,20,21,20,20,14,440,470,430,460,460,460,440,380,430,9
agneseKeavy3864,agneseKeavy3864,NY,Southold Junior Senior High School,Southold,NY,2.7,2024,Art History,Chemistry,640,660,25,27,30,27,30,660,680,610,640,670,680,640,650,620,1
chiquitaJinny2233,chiquitaJinny2233,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.6,2024,Art History,History,620,590,24,26,18,29,21,620,600,590,590,620,590,600,610,570,9
miguelaGoodyear9480,miguelaGoodyear9480,NY,West Islip Senior High School,West Islip,NY,2.6,2024,Mathematics,Chemistry,610,650,25,23,24,26,29,660,620,640,620,620,570,650,660,680,9
trishaKronick4874,trishaKronick4874,NY,Pierson Middle High School,Sag Harbor,NY,2.6,2024,Computer Science,Music Theory,610,610,21,27,29,25,24,610,660,650,650,600,620,630,610,610,0
emlynneRobby3573,emlynneRobby3573,NY,Earl L Vandermeulen High School,Port Jefferson,NY,2.2,2024,Music Theory,Art History,580,530,27,20,18,21,25,590,600,560,540,550,600,540,620,580,5
imogenMarsden658,imogenMarsden658,NY,Bellport Senior High School,Brookhaven,NY,2.8,2024,Physics,Political Science,680,720,27,31,26,27,24,660,690,660,660,640,690,690,710,660,3
tiffieDrais9698,tiffieDrais9698,NY,Comsewogue High School,Port Jefferson Sta,NY,2.7,2024,Political Science,Music Theory,570,630,30,29,27,24,29,670,680,610,630,630,650,660,650,660,2
rosalindaShieh8713,rosalindaShieh8713,NY,Amityville Memorial High School,Amityville,NY,2.9,2024,Political Science,Mathematics,600,600,25,21,24,21,26,580,550,580,610,590,550,590,580,550,2
maiaMcCreary7739,maiaMcCreary7739,NY,Sachem High School North,Lake Ronkonkoma,NY,2.5,2024,Mathematics,Physics,570,620,24,24,19,23,24,630,580,580,570,600,580,560,550,540,9
hettieKlein9194,hettieKlein9194,NY,Brentwood High School,Brentwood,NY,2.5,2024,Political Science,Physics,600,560,28,21,20,20,25,610,510,570,530,510,580,590,570,640,0
dodyCai9541,dodyCai9541,NY,Comsewogue High School,Port Jefferson Sta,NY,3.2,2024,History,Physics,730,720,24,36,28,31,32,700,690,750,730,730,690,730,800,750,8
laneRaquela9587,laneRaquela9587,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,3.3,2024,Chemistry,Biology,750,750,31,30,33,35,28,770,800,780,750,770,740,710,740,760,3
carenaLatoniah3561,carenaLatoniah3561,NY,Bay Shore Senior High School,Bay Shore,NY,2.3,2024,Music Theory,Physics,530,550,18,25,19,23,18,630,520,560,540,540,540,550,550,530,7
jereSadira2950,jereSadira2950,NY,Southampton High School,Southampton,NY,3.1,2024,Political Science,Geology,790,670,34,28,31,36,30,760,730,680,690,680,710,720,690,720,8
fredraLuanne7925,fredraLuanne7925,NY,Deer Park High School,Deer Park,NY,3.0,2024,Physics,Geology,520,580,24,22,24,24,17,600,610,640,610,570,600,600,520,590,8
starlinFlss8274,starlinFlss8274,NY,Bellport Senior High School,Brookhaven,NY,3.0,2024,Political Science,History,740,710,33,29,30,33,29,720,800,720,720,750,720,760,710,710,8
laineyFranciscka3046,laineyFranciscka3046,NY,Northport Senior High School,Northport,NY,2.9,2024,Geology,Art History,620,690,23,30,28,25,31,640,640,710,660,690,730,630,620,670,5
charmionConroy9549,charmionConroy9549,NY,Wyandanch Memorial High School,Wyandanch,NY,2.9,2024,Computer Science,Geology,690,720,29,29,33,24,24,700,680,670,680,630,660,630,650,650,8
corinneKeung3571,corinneKeung3571,NY,Pierson Middle High School,Sag Harbor,NY,3.2,2024,Physics,Computer Science,740,690,32,32,32,31,29,700,770,710,750,690,750,630,690,720,4
francineAdam3163,francineAdam3163,NY,The Stony Brook School,Stony Brook,NY,2.3,2024,Computer Science,Art History,570,560,16,19,22,22,20,500,560,510,580,490,580,490,550,560,2
guennaSliwa3165,guennaSliwa3165,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,2.8,2024,Physics,Music Theory,580,530,20,25,24,23,26,590,590,600,630,560,610,620,580,620,7
vanniEdrei2407,vanniEdrei2407,NY,Smithtown Christian School,Smithtown,NY,2.8,2024,Mathematics,History,670,670,31,27,29,27,22,630,640,640,690,690,590,640,650,650,2
kimberleyLynnett6157,kimberleyLynnett6157,NY,Walt Whitman High School,Huntington Station,NY,3.4,2024,Geology,Chemistry,790,740,25,28,31,28,34,740,730,730,760,700,720,800,700,720,7
charlineDonica4082,charlineDonica4082,NY,Central Islip Senior High School,Central Islip,NY,3.5,2024,Political Science,Mathematics,760,710,30,32,30,31,32,750,750,680,720,720,730,730,700,740,0
noelynLalise9107,noelynLalise9107,NY,Connetquot High School,Bohemia,NY,3.0,2024,Chemistry,Computer Science,690,710,31,29,33,32,27,690,660,720,660,660,700,650,720,750,5
eranCarlita2820,eranCarlita2820,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.9,2024,Physics,Mathematics,650,620,28,28,28,31,31,680,610,620,640,650,640,630,640,640,7
ofiliaSelden5578,ofiliaSelden5578,NY,Longwood High School,Middle Island,NY,2.4,2024,Biology,Chemistry,560,630,22,17,26,24,23,570,620,560,580,570,640,660,590,560,4
karlaCarpio5494,karlaCarpio5494,NY,Mount Sinai High School,Mount Sinai,NY,2.9,2024,Geology,Political Science,710,710,30,24,29,27,33,720,710,670,700,730,690,720,780,790,7
crissieKwei7942,crissieKwei7942,NY,West Babylon Senior High School,West Babylon,NY,2.1,2024,Art History,Geology,540,570,18,20,16,21,22,590,590,490,520,560,550,550,480,570,8
eachelleBartko4198,eachelleBartko4198,NY,Riverhead Senior High School,Riverhead,NY,2.1,2024,Political Science,Chemistry,580,490,22,17,26,26,20,500,520,570,520,520,510,540,580,450,3
dorieFarrell7088,dorieFarrell7088,NY,Smithtown Christian School,Smithtown,NY,2.9,2024,Biology,Political Science,560,610,24,22,23,28,22,560,600,590,560,580,560,580,560,630,3
mairCandi3826,mairCandi3826,NY,Saint Anthonys High School,Huntington Station,NY,3.5,2024,Mathematics,Physics,790,780,35,36,34,33,33,770,770,750,710,800,790,730,730,770,6
ulrikeCohette2212,ulrikeCohette2212,NY,Babylon Junior Senior High School,Babylon,NY,2.8,2024,Art History,Geology,540,530,26,21,22,25,21,590,590,540,580,580,540,600,550,580,5
wiloneZenia5500,wiloneZenia5500,NY,West Babylon Senior High School,West Babylon,NY,3.3,2024,Chemistry,Political Science,740,710,32,21,34,32,36,730,680,710,680,680,700,720,690,700,6
ardathCiaphus466,ardathCiaphus466,NY,Babylon Junior Senior High School,Babylon,NY,3.0,2024,Chemistry,Geology,750,680,26,26,26,18,30,660,650,720,700,640,710,660,660,690,9
noveliaBrownley6740,noveliaBrownley6740,NY,West Islip Senior High School,West Islip,NY,1.8,2024,Physics,Music Theory,440,430,17,19,19,17,18,450,450,460,510,430,450,450,510,460,1
ameliaDwaine9665,ameliaDwaine9665,NY,The Stony Brook School,Stony Brook,NY,1.8,2024,History,Music Theory,490,480,21,17,17,19,21,440,490,440,450,460,480,500,440,480,6
diahannMelisande6667,diahannMelisande6667,NY,Saint Anthonys High School,Huntington Station,NY,2.8,2024,Music Theory,Political Science,560,610,30,28,24,20,22,550,600,570,600,600,580,560,540,620,1
adalineGodric863,adalineGodric863,NY,Ward Melville Senior High School,East Setauket,NY,2.2,2024,History,Chemistry,550,570,21,17,17,20,24,550,570,470,470,490,570,540,570,520,8
ronniVig4071,ronniVig4071,NY,Wyandanch Memorial High School,Wyandanch,NY,2.2,2024,Music Theory,Biology,460,470,21,16,24,20,22,520,490,450,520,530,500,470,470,440,0
lannaDanais8,lannaDanais8,NY,North Babylon High School,North Babylon,NY,2.6,2024,Physics,Computer Science,580,560,30,23,21,16,24,570,560,580,580,570,610,620,570,620,1
heidiRauch2126,heidiRauch2126,NY,Riverhead Senior High School,Riverhead,NY,3.4,2024,Political Science,Physics,730,760,35,28,36,34,33,800,790,750,790,720,750,750,750,780,3
jonieHawk5072,jonieHawk5072,NY,Huntington High School,Huntington,NY,2.7,2024,Art History,Geology,640,680,29,26,27,25,23,580,600,570,610,600,650,630,600,530,7
georgianaCorbet3663,georgianaCorbet3663,NY,Hampton Bays High School,Hampton Bays,NY,2.4,2024,Geology,Mathematics,530,530,20,20,21,22,22,540,520,550,570,480,500,520,520,560,1
arabelaJard1441,arabelaJard1441,NY,Half Hollow Hills High School West,Dix Hills,NY,2.3,2024,Music Theory,Geology,500,510,23,21,23,19,19,540,490,500,460,480,570,570,530,480,8
paolinaBiondo1741,paolinaBiondo1741,NY,Mattituck Junior Senior High School,Mattituck,NY,3.0,2024,Computer Science,Physics,580,630,27,25,23,21,20,560,540,520,590,580,590,620,550,530,7
catinaVial172,catinaVial172,NY,Newfield High School,Selden,NY,3.2,2024,Mathematics,Political Science,700,700,27,34,30,28,30,760,700,720,700,700,690,760,710,690,3
annadianeLottie7570,annadianeLottie7570,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.5,2024,Mathematics,Art History,740,780,30,33,30,34,30,780,750,750,740,790,760,740,780,730,1
daelMcClure8636,daelMcClure8636,NY,Smithtown High School   Western Campus,Smithtown,NY,2.0,2024,History,Music Theory,460,500,23,16,11,18,19,460,440,420,520,450,480,460,420,460,0
catleeDaniele7582,catleeDaniele7582,NY,Sachem High School North,Lake Ronkonkoma,NY,3.3,2024,History,Chemistry,710,770,28,33,29,31,29,660,720,700,770,690,720,680,720,680,6
persisMacFadyn4162,persisMacFadyn4162,NY,William Floyd High School,Mastic Beach,NY,2.7,2024,Political Science,Physics,670,640,22,25,30,28,21,630,700,710,680,680,740,670,670,660,4
jolySkyler9484,jolySkyler9484,NY,North Babylon High School,North Babylon,NY,2.7,2024,History,Biology,610,590,19,21,22,17,23,560,580,580,500,600,600,590,560,540,3
lorneBerkley7144,lorneBerkley7144,NY,Mount Sinai High School,Mount Sinai,NY,3.4,2024,Mathematics,Physics,690,700,28,29,29,31,27,720,630,670,720,730,660,700,720,680,2
morganaNeisa7002,morganaNeisa7002,NY,Mount Sinai High School,Mount Sinai,NY,2.5,2024,Mathematics,Computer Science,540,520,24,24,25,24,23,590,550,540,520,510,540,550,550,540,3
maryellenLucrece7406,maryellenLucrece7406,NY,East Hampton High School,East Hampton,NY,3.3,2024,Physics,Chemistry,730,730,32,33,32,36,33,740,740,800,760,780,720,780,750,700,5
briettaPytlik9532,briettaPytlik9532,NY,Center Moriches High School,Center Moriches,NY,2.2,2024,History,Computer Science,440,500,13,18,14,14,13,430,410,470,470,380,370,420,410,430,8
kieleDomenic9110,kieleDomenic9110,NY,Northport Senior High School,Northport,NY,1.6,2024,Chemistry,Art History,350,350,4,14,10,10,14,380,430,450,340,400,370,380,390,370,4
bertiTurk3423,bertiTurk3423,NY,Ross School,East Hampton,NY,3.5,2024,Music Theory,Art History,760,710,32,32,29,33,28,790,700,700,720,710,700,710,770,670,9
charlotteMazonson4815,charlotteMazonson4815,NY,Sachem High School East,Farmingville,NY,2.4,2024,Art History,Mathematics,530,510,20,26,20,23,14,530,500,520,510,520,500,490,490,520,6
kylynnMacLaine7070,kylynnMacLaine7070,NY,Half Hollow Hills High School West,Dix Hills,NY,3.1,2024,History,Art History,720,730,25,30,30,33,29,700,660,710,700,740,700,700,740,710,8
romondaDragelin6670,romondaDragelin6670,NY,Northport Senior High School,Northport,NY,3.0,2024,Mathematics,Physics,640,540,29,28,23,24,24,600,600,580,640,570,540,570,520,540,1
louiseLustig4672,louiseLustig4672,NY,Commack High School,Commack,NY,3.3,2024,Computer Science,Chemistry,690,730,29,28,31,35,30,720,700,750,700,620,740,700,680,750,1
georgeannaAlina4055,georgeannaAlina4055,NY,Sachem High School East,Farmingville,NY,3.1,2024,Computer Science,History,670,670,33,29,31,31,24,660,690,670,690,660,680,700,650,660,4
terzaSiddon9841,terzaSiddon9841,NY,Centereach High School,Centereach,NY,2.2,2024,Biology,Political Science,550,560,17,19,28,23,23,520,540,530,600,550,550,570,510,470,0
carinSchreck3391,carinSchreck3391,NY,Bridgehampton School,Bridgehampton,NY,3.0,2024,Art History,Computer Science,620,560,21,24,22,21,24,540,550,580,530,590,540,590,560,560,0
ollieBronwen3845,ollieBronwen3845,NY,Hampton Bays High School,Hampton Bays,NY,3.1,2024,Geology,History,590,560,30,31,26,27,19,630,640,640,570,630,630,570,610,660,0
maudeMessing65,maudeMessing65,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.4,2024,Art History,Physics,630,710,31,30,28,24,29,660,640,670,710,650,640,640,670,680,7
tanyaPaxton53,tanyaPaxton53,NY,Half Hollow Hills High School West,Dix Hills,NY,3.4,2024,Geology,Political Science,630,630,27,28,29,28,30,660,620,660,670,660,690,690,670,680,7
rochellNew9333,rochellNew9333,NY,William Floyd High School,Mastic Beach,NY,1.9,2024,Chemistry,Political Science,410,340,14,10,13,13,13,330,390,400,390,360,410,410,410,400,0
